Style,Variant Code,total_quantity,stock_level,tier,Selling Price
KAZ,890.NS,13.0,Low,making_progress,57.0
KELVIN,470.44,13.0,Low,making_progress,57.0
KELVIN,890.44,13.0,Low,making_progress,57.0
BOYD,890.28,13.0,Low,making_progress,57.0
KELVIN,470.32,13.0,Low,making_progress,57.0
HAYDEN,931.L,13.0,Low,best_sellers,547.0
JOLIE,932.06.,13.0,Low,making_progress,89.99
CAMDEN 2,990.S,13.0,Low,best_sellers,547.0
HERA LARGE WALLET,929.NS,13.0,Low,making_progress,99.0
HUDSON,870.XL,13.0,Low,making_progress,97.0
MERRICK,990.L,13.0,Low,making_progress,97.0
MERRICK,990.M,13.0,Low,making_progress,97.0
MERRICK,870.XL.,13.0,Low,making_progress,97.0
CHAZ,990.42,13.0,Low,making_progress,97.0
MERRICK,870.S.,13.0,Low,making_progress,97.0
SEAN,990.S.,13.0,Low,best_sellers,597.0
SEAN,931.2XL.,13.0,Low,best_sellers,597.0
DEVINA,620.42,13.0,Low,making_progress,57.0
KELVIN,470.30,13.0,Low,making_progress,57.0
SAMUEL,990.XL.,13.0,Low,doing_good,349.0
JAXON,990.2XL,13.0,Low,best_sellers,547.0
KARSON,870.32.,13.0,Low,making_progress,57.0
ROSCOE,116.S.,13.0,Low,making_progress,129.99
BRAX,870.42.,13.0,Low,making_progress,129.99
MANDY,990.S,13.0,Low,best_sellers,547.0
PIPPA CROSSBODY,580.NS.,13.0,Low,making_progress,129.99
SAHARA LARGE WALLET,930NS,13.0,Low,making_progress,59.99
SANDRO,990.M,13.0,Low,making_progress,117.0
SANDRO,990.L,13.0,Low,making_progress,117.0
DAMIEN,990.L,14.0,Low,making_progress,117.0
JOLIE,932.04.,14.0,Low,making_progress,89.99
NOLAN,990.M,14.0,Low,making_progress,77.0
ALVARO,908.42,14.0,Low,making_progress,77.0
NOLAN,990.S,14.0,Low,making_progress,77.0
MYLANA,990XL,14.0,Low,making_progress,77.0
BRAM LAPTOP BAG,990.NS,14.0,Low,doing_good,299.0
TATIANA,990.3XS,14.0,Low,doing_good,299.0
JOLIE,932.10.,14.0,Low,making_progress,89.99
KLARICE,990.L,14.0,Low,making_progress,127.0
ALVARO,908.28,14.0,Low,making_progress,77.0
ALVARO,908.32,14.0,Low,making_progress,77.0
BOSTON REVERSIBLE HOODIE,731.2XL.,14.0,Low,best_sellers,677.0
LORNA,99014,14.0,Low,doing_good,297.0
NINA,815.2XS.,14.0,Low,doing_good,279.0
MARLEKA,990.M.,14.0,Low,making_progress,117.0
TEAGAN,330.2XS.,14.0,Low,making_progress,149.99
JOSEF,730.L,14.0,Low,making_progress,87.0
KATHI,990.M,14.0,Low,making_progress,87.0
GRADY,330.S.,14.0,Low,doing_good,159.99
HENRIQUE,990L,14.0,Low,making_progress,97.0
GRADY,116.S.,14.0,Low,doing_good,159.99
MERRICK,990.XL,14.0,Low,making_progress,97.0
ELIZIE,555.XS.,14.0,Low,doing_good,169.99
DANA,990.02,14.0,Low,doing_good,249.0
CELINA PHONE WALLET/CROSSBODY,810NS,14.0,Low,making_progress,79.99
CELINA MEDIUM BI-FOLD WALLET,622.NS,14.0,Low,making_progress,79.0
SILA,953.26,14.0,Low,making_progress,77.0
ROSA WRISLET/CROSSBODY,632.NS.,14.0,Low,making_progress,129.0
ELIZA,633.XS,14.0,Low,doing_good,377.0
ELSSIE,100.12.,14.0,Low,making_progress,89.99
LENAH,990.2XS.,14.0,Low,best_sellers,597.0
MATTHEW,990.36,14.0,Low,making_progress,67.0
MATTHEW,870.48,14.0,Low,making_progress,67.0
MATTHEW,870.46,14.0,Low,making_progress,67.0
AZEL,990.NS,14.0,Low,making_progress,49.0
DEVINA,670.40,14.0,Low,making_progress,57.0
ASHER,990.XL,14.0,Low,doing_good,449.0
DEVINA,620.28,14.0,Low,making_progress,57.0
DEVINA,620.30,14.0,Low,making_progress,57.0
KARSON,990.30.,14.0,Low,making_progress,57.0
KELVIN,853.30,14.0,Low,making_progress,57.0
MAXTON,730.L,14.0,Low,best_sellers,499.0
MILES,990.L,14.0,Low,best_sellers,499.0
ESMEHA,932.06.,14.0,Low,making_progress,59.99
KELVIN,350.28,14.0,Low,making_progress,57.0
MADDIE,990.L.,14.0,Low,doing_good,447.0
CIANA LARGE WALLET / CROSSBODY,653NS,14.0,Low,making_progress,68.88
MILES,730.M,14.0,Low,best_sellers,499.0
IDA CARDHOLDER,549.NS,14.0,Low,okay,29.0
KIMAYA,401.L.,14.0,Low,doing_good,377.0
JOLIE,932.02.,14.0,Low,making_progress,89.99
AGATHA,990.S.,14.0,Low,doing_good,379.0
CAMDEN 2,851.XL,14.0,Low,best_sellers,547.0
JAMIE,990.S,14.0,Low,doing_good,399.0
MILLER 2,720XL,14.0,Low,doing_good,399.0
MONIKA,116.S.,14.0,Low,best_sellers,547.0
CAMDEN 2,330.2XL.,14.0,Low,best_sellers,547.0
NIKOLAS,990.S,14.0,Low,doing_good,399.0
VIVENNE,990.S.,14.0,Low,doing_good,399.0
MONACO BIKER,410.2XS.,15.0,Low,best_sellers,527.0
FAWN,932.XL.,15.0,Low,making_progress,119.99
MANDY,990.XS,15.0,Low,best_sellers,547.0
KATHI,990.XL,15.0,Low,making_progress,87.0
VAYDA,990.L,15.0,Low,making_progress,87.0
ALEYNA,990.12.,15.0,Low,making_progress,89.99
MONACO BIKER,990.L.,15.0,Low,best_sellers,527.0
MILES,990.M,15.0,Low,best_sellers,499.0
MADALYN,545.12.,15.0,Low,best_sellers,497.0
MADALYN,710.12.,15.0,Low,best_sellers,497.0
FAWN,932.2XS.,15.0,Low,making_progress,119.99
DESTAN,460.L.,15.0,Low,best_sellers,497.0
MADALYN,545.06.,15.0,Low,best_sellers,497.0
ALEYNA,990.02.,15.0,Low,making_progress,89.99
MELYA,990.S,15.0,Low,making_progress,87.0
CHRISSY,990.XL.,15.0,Low,making_progress,97.0
BRAD,977.M.,15.0,Low,best_sellers,469.0
EMMILA,632.XS.,15.0,Low,doing_good,329.0
SONNET,990.XL.,15.0,Low,making_progress,129.99
SAMUEL,870.XL.,15.0,Low,doing_good,349.0
JOSEPHINE,710.2XS.,15.0,Low,best_sellers,599.0
SEAN,931.S.,15.0,Low,best_sellers,597.0
GILLES LAPTOP BAG,990.NS,15.0,Low,doing_good,269.0
ELIZA,633.2XS,15.0,Low,doing_good,377.0
ELIZA,580.XS,15.0,Low,doing_good,377.0
NOVA,990.L.,15.0,Low,doing_good,379.0
NOVA,116.2XS.,15.0,Low,doing_good,379.0
MIKEY,990.M.,15.0,Low,doing_good,249.99
TONI,940.2XL.,15.0,Low,best_sellers,647.0
MONACO REVERSIBLE JACKET,116.XS.,15.0,Low,best_sellers,577.0
BRADFORD CROSSBODY,990.NS,15.0,Low,doing_good,229.0
JULIETTE,580.M,15.0,Low,doing_good,397.0
BOSTON REVERSIBLE,919.XL.,15.0,Low,best_sellers,697.0
BOSTON REVERSIBLE,919.S.,15.0,Low,best_sellers,697.0
GRADY,116.L.,15.0,Low,doing_good,159.99
TILLY,710.2XS.,15.0,Low,best_sellers,447.0
SONNET,100.2XS.,15.0,Low,making_progress,129.99
SONNET,100.XL.,15.0,Low,making_progress,129.99
JAXON,990.S,15.0,Low,best_sellers,547.0
SOPHIE CROSSBODY,990.NS,15.0,Low,making_progress,139.99
AZARIA,116.S.,15.0,Low,best_sellers,449.0
LORNA,116.12.,15.0,Low,doing_good,297.0
PIPPA CROSSBODY,920.NS.,15.0,Low,making_progress,129.99
AZARIA,116.XS.,15.0,Low,best_sellers,449.0
DUNCAN,990.M,15.0,Low,doing_good,147.0
DUNCAN,990.L,15.0,Low,doing_good,147.0
ASHER,990.2XL,15.0,Low,best_sellers,449.0
MARTIN,330.S.,15.0,Low,best_sellers,449.0
TEAGAN,116.XL.,15.0,Low,doing_good,149.99
MADDIE,990.2XS.,15.0,Low,best_sellers,447.0
DUNCAN,990.S,15.0,Low,doing_good,147.0
MONACO BIKER,410.L.,15.0,Low,best_sellers,527.0
MONACO BIKER,990.2XS.,15.0,Low,best_sellers,527.0
KELVIN,890.32,15.0,Low,making_progress,57.0
KEYSI MEDIUM BI-FOLD WALLET,805.NS,15.0,Low,making_progress,59.0
BOYD,890.48,15.0,Low,making_progress,57.0
SURELLE,124.NS,15.0,Low,making_progress,59.99
CELINA MEDIUM BI-FOLD WALLET,920NS,15.0,Low,making_progress,79.0
EVELYN,990.M,15.0,Low,making_progress,77.0
GENEVIVE,990.XL,15.0,Low,making_progress,77.0
MARCY,406.NS,15.0,Low,making_progress,79.99
MATTHEW,853.44,15.0,Low,making_progress,67.0
BOYD,890.32,15.0,Low,making_progress,57.0
ESMEHA,932.08.,15.0,Low,making_progress,59.99
MATTHEW,990.28,15.0,Low,making_progress,67.0
AZEL,730.NS,15.0,Low,making_progress,49.0
ESMEHA,100.08.,16.0,Low,making_progress,59.99
ESMEHA,932.10.,16.0,Low,making_progress,59.99
MONACO REVERSIBLE JACKET,990.2XS.,16.0,Low,best_sellers,577.0
MONACO REVERSIBLE JACKET,990.L.,16.0,Low,best_sellers,577.0
JAXON,733.S,16.0,Low,best_sellers,547.0
MONACO BLAZER,990.2XS.,16.0,Low,best_sellers,577.0
SHARRIE,815.XS,16.0,Low,doing_good,179.99
ALEYNA,990.08.,16.0,Low,making_progress,89.99
ROSCOE,330.2XL.,16.0,Low,making_progress,129.99
SANDRO,730.M,16.0,Low,making_progress,117.0
MATTHEW,870.44,16.0,Low,making_progress,67.0
BERNARD,723.L.,16.0,Low,best_sellers,497.0
LORNA,116.04.,16.0,Low,doing_good,297.0
LORNA,116.08.,16.0,Low,doing_good,297.0
LORNA,116.06.,16.0,Low,doing_good,297.0
CHARLOTTE,990.XS,16.0,Low,best_sellers,499.0
SCOTTIE,990.S.,16.0,Low,best_sellers,499.0
NINA,815.S.,16.0,Low,doing_good,279.0
RORY,990S,16.0,Low,making_progress,97.0
LUKA,977.XL.,16.0,Low,best_sellers,449.0
HAYDEN,931.S,16.0,Low,best_sellers,547.0
ESMEHA,100.12.,16.0,Low,making_progress,59.99
DUNCAN,870.S,16.0,Low,doing_good,147.0
DESTAN,990.2XL,16.0,Low,best_sellers,497.0
YANNA,953.26,16.0,Low,making_progress,87.0
SHARRIE,815.S,16.0,Low,doing_good,179.99
MATTHEW,853.34,16.0,Low,making_progress,67.0
UPTOWN COSMETIC BAG,914.NS,16.0,Low,okay,24.99
KIMAYA,401.M.,16.0,Low,doing_good,377.0
PIPPA TOTE,580.NS.,16.0,Low,doing_good,149.99
NOVA,116.S.,16.0,Low,doing_good,379.0
MANDY,549.S,16.0,Low,best_sellers,547.0
MAGALIE,555.XS.,16.0,Low,best_sellers,427.0
LEYLAND CARDHOLDER,632.NS,16.0,Low,making_progress,79.0
MAGALIE,312.XS,16.0,Low,best_sellers,427.0
CORBAN,460.XL,16.0,Low,best_sellers,537.0
YANNA,953.32,16.0,Low,making_progress,87.0
EMMILA,632.M.,16.0,Low,doing_good,329.0
TEAGAN,330.XL.,16.0,Low,doing_good,149.99
KELVIN,350.48,16.0,Low,making_progress,57.0
FAWN,932.L.,16.0,Low,making_progress,119.99
FAWN,100.2XS.,16.0,Low,making_progress,119.99
DANA,990.00,16.0,Low,doing_good,249.0
BOSTON REVERSIBLE HOODIE,731.S.,16.0,Low,best_sellers,677.0
ELIZA,990.XS,16.0,Low,doing_good,377.0
BETTY,990.L.,16.0,Low,doing_good,399.0
BOSTON REVERSIBLE HOODIE,911.S.,16.0,Low,best_sellers,677.0
KELVIN,470.46,16.0,Low,making_progress,57.0
GILLES SLING BAG,990.NS,17.0,Low,doing_good,199.0
AMORA,710.L.,17.0,Low,best_sellers,547.0
AMORA,710.XS.,17.0,Low,best_sellers,547.0
AMORA,710.2XS.,17.0,Low,best_sellers,547.0
ESMEHA,100.10.,17.0,Low,making_progress,59.99
ELIAM CROSSBODY,990.NS.,17.0,Low,doing_good,259.0
KELVIN,350.34,17.0,Low,making_progress,57.0
KRYSTA LARGE WALLET,550.NS,17.0,Low,making_progress,99.99
MANDY,549.L,17.0,Low,best_sellers,547.0
JODELLE CARDHOLDER,920.NS,17.0,Low,making_progress,49.0
KELVIN,930.38,17.0,Low,making_progress,57.0
CAMDEN 2,330.S.,17.0,Low,best_sellers,547.0
BETTY,116.XS.,17.0,Low,best_sellers,399.0
EMMILA,632.S.,17.0,Low,doing_good,329.0
CHAZ,990.28,17.0,Low,making_progress,97.0
JULIETTE,815.XS,17.0,Low,best_sellers,397.0
RORY,990M,17.0,Low,making_progress,97.0
TEAGAN,330.M.,17.0,Low,doing_good,149.99
CHAZ,990.34,17.0,Low,making_progress,97.0
BOYD,990.48,17.0,Low,making_progress,57.0
BOYD,990.38,17.0,Low,making_progress,57.0
NINA,815.L.,17.0,Low,doing_good,279.0
AMORA,545.XS.,17.0,Low,best_sellers,547.0
NOVA,990.2XS.,17.0,Low,doing_good,379.0
CHICAGO,990.S.,17.0,Low,best_sellers,529.0
CHICAGO,990.XL.,17.0,Low,best_sellers,529.0
MENA CROSSBODY WALLET,550.NS,17.0,Low,making_progress,79.99
HARPER MEDIUM TOTE,112.NS.,17.0,Low,doing_good,129.0
GREER,127.38.,17.0,Low,making_progress,79.0
CELINA MEDIUM BI-FOLD WALLET,810NS,17.0,Low,making_progress,79.0
CELINA MEDIUM BI-FOLD WALLET,669NS,17.0,Low,making_progress,79.0
CHARLOTTE,990.S,17.0,Low,best_sellers,499.0
DARIA,990.L,17.0,Low,best_sellers,447.0
SILA,909.30,17.0,Low,making_progress,77.0
TILLY,710.L.,17.0,Low,best_sellers,447.0
CARTER,733XL,17.0,Low,best_sellers,449.0
BOYD,990.28,17.0,Low,making_progress,57.0
CARTER,733L,17.0,Low,best_sellers,449.0
LUKA,977.M.,17.0,Low,best_sellers,449.0
MATTHEW,870.32,17.0,Low,making_progress,67.0
CHARLOTTE,990.L,17.0,Low,best_sellers,499.0
MADALYN,710.06.,17.0,Low,best_sellers,497.0
ELIZA,990.3XS,17.0,Low,doing_good,377.0
DEVINA,620.32,17.0,Low,making_progress,57.0
ALEYNA,932.06.,17.0,Low,making_progress,89.99
KELVIN,890.28,17.0,Low,making_progress,57.0
ALEYNA,990.04.,17.0,Low,making_progress,89.99
ALEYNA,932.04.,17.0,Low,making_progress,89.99
ELSSIE,100.00.,17.0,Low,making_progress,89.99
SEAN,990.2XL.,17.0,Low,best_sellers,597.0
MADALYN,710.08.,17.0,Low,best_sellers,497.0
KELVIN,990.44,17.0,Low,making_progress,57.0
NINA,815.M.,17.0,Low,doing_good,279.0
SEAN,931.XL.,17.0,Low,best_sellers,597.0
POLLY,112.NS.,17.0,Low,okay,37.0
LENAH,990.L.,17.0,Low,best_sellers,597.0
LORNA,116.10.,17.0,Low,doing_good,297.0
LENAH,990.XS.,17.0,Low,best_sellers,597.0
HAYDEN,990.2XL,18.0,Low,best_sellers,547.0
KIMAYA,116.XS.,18.0,Low,best_sellers,377.0
KIMAYA,401.XS.,18.0,Low,best_sellers,377.0
KARSON,990.46.,18.0,Low,making_progress,57.0
ROSCOE,116.L.,18.0,Low,doing_good,129.99
JOSEPHINE,710.XS.,18.0,Low,best_sellers,599.0
ROSA WRISLET/CROSSBODY,823.NS.,18.0,Low,doing_good,129.0
CORBAN,730.XL.,18.0,Low,best_sellers,537.0
SONNET,990.2XS.,18.0,Low,doing_good,129.99
SIMONE,990.XS.,18.0,Low,best_sellers,567.0
MONACO REVERSIBLE JACKET,990.XS.,18.0,Low,best_sellers,577.0
BOSTON REVERSIBLE HOODIE,911.XL.,18.0,Low,best_sellers,677.0
AMORA,545.2XS.,18.0,Low,best_sellers,547.0
SANDRO,730.S,18.0,Low,doing_good,117.0
GRADY,116.M.,18.0,Low,doing_good,159.99
FAWN,100.XS.,18.0,Low,doing_good,119.99
FAWN,932.XS.,18.0,Low,doing_good,119.99
SEAN,931.M.,18.0,Low,best_sellers,597.0
AMORA,545.L.,18.0,Low,best_sellers,547.0
CAMDEN 2,990.2XL,18.0,Low,best_sellers,547.0
GRADY,330.L.,18.0,Low,doing_good,159.99
TEAGAN,330.S.,18.0,Low,doing_good,149.99
SONNET,990.XS.,18.0,Low,doing_good,129.99
DEVINA,620.38,18.0,Low,making_progress,57.0
ELIAM SLING BAG,990.NS.,18.0,Low,doing_good,229.0
ELIAM LAPTOP BAG,870.NS.,18.0,Low,doing_good,349.0
DEVINA,620.34,18.0,Low,making_progress,57.0
MYLANA,990M,18.0,Low,making_progress,77.0
SILA,853.40,18.0,Low,making_progress,77.0
ALVARO,908.36,18.0,Low,making_progress,77.0
DEVINA,620.40,18.0,Low,making_progress,57.0
KARSON,870.46.,18.0,Low,making_progress,57.0
KARSON,870.44.,18.0,Low,making_progress,57.0
KARSON,990.34.,18.0,Low,making_progress,57.0
CELINA PHONE WALLET/CROSSBODY,413NS,18.0,Low,making_progress,79.99
KELVIN,930.46,18.0,Low,making_progress,57.0
MATTHEW,853.36,18.0,Low,making_progress,67.0
KARSON,870.36.,18.0,Low,making_progress,57.0
KELVIN,853.44,18.0,Low,making_progress,57.0
KELVIN,350.38,18.0,Low,making_progress,57.0
CELINA MEDIUM BI-FOLD WALLET,929.NS,18.0,Low,making_progress,79.0
BOYD,990.30,18.0,Low,making_progress,57.0
MATTHEW,853.38,18.0,Low,making_progress,67.0
MATTHEW,990.38,18.0,Low,making_progress,67.0
MADALYN,710.04.,18.0,Low,best_sellers,497.0
ROMAN,990.XS,18.0,Low,okay,29.0
MAGALIE,815.XS.,18.0,Low,best_sellers,427.0
MADALYN,545.04.,18.0,Low,best_sellers,497.0
VALE,977.L.,18.0,Low,best_sellers,497.0
DESTAN,990.XL,18.0,Low,best_sellers,497.0
MATTHEW,853.48,18.0,Low,making_progress,67.0
BOYD,990.34,18.0,Low,making_progress,57.0
VALE,977.2XS.,18.0,Low,best_sellers,497.0
KELVIN,890.48,18.0,Low,making_progress,57.0
KELVIN,990.36,18.0,Low,making_progress,57.0
KELVIN,990.38,18.0,Low,making_progress,57.0
KARSON,870.42.,18.0,Low,making_progress,57.0
KARSON,990.42.,18.0,Low,making_progress,57.0
LORNA,99008,18.0,Low,doing_good,297.0
NOVA,990.XS.,18.0,Low,best_sellers,379.0
YANNA,909.42,18.0,Low,making_progress,87.0
MELYA,990.L,18.0,Low,making_progress,87.0
CHAZ,990.36,18.0,Low,making_progress,97.0
CHAZ,990.30,18.0,Low,making_progress,97.0
JOSEPHINE,710.L.,18.0,Low,best_sellers,599.0
ORIANA,990.38.,18.0,Low,making_progress,99.0
MONACO BIKER,410.M.,18.0,Low,best_sellers,527.0
TEAGAN,116.L.,18.0,Low,doing_good,149.99
CHAZ,990.40,18.0,Low,making_progress,97.0
MONACO BIKER,990.XS.,18.0,Low,best_sellers,527.0
KELVIN,350.36,18.0,Low,making_progress,57.0
NOVA,116.XS.,18.0,Low,best_sellers,379.0
CHICAGO,990.M.,18.0,Low,best_sellers,529.0
CORBAN,730.S.,18.0,Low,best_sellers,537.0
NOVA,116.M.,18.0,Low,best_sellers,379.0
ANASTASIA,622.NS,18.0,Low,doing_good,149.99
CHICAGO,990.L.,18.0,Low,best_sellers,529.0
KATHI,990.L,18.0,Low,making_progress,87.0
LUKA,977.S.,18.0,Low,best_sellers,449.0
MADDIE,990.XS.,18.0,Low,best_sellers,447.0
YANNA,953.34,18.0,Low,making_progress,87.0
BETTY,990.XS.,18.0,Low,best_sellers,399.0
BETTY,990.S.,18.0,Low,best_sellers,399.0
KELVIN,853.36,18.0,Low,making_progress,57.0
ELIAM CAMERA BAG,990.NS.,18.0,Low,doing_good,249.0
ELSSIE,100.02.,18.0,Low,making_progress,89.99
ALEYNA,932.02.,18.0,Low,making_progress,89.99
ALEYNA,990.10.,18.0,Low,making_progress,89.99
ELSSIE,100.04.,18.0,Low,making_progress,89.99
JOLIE,990.12.,18.0,Low,making_progress,89.99
JULIETTE,633.2XS,18.0,Low,best_sellers,397.0
ESMEHA,100.02.,18.0,Low,making_progress,59.99
TONI,940.S.,18.0,Low,best_sellers,647.0
EMMILA,990.S.,19.0,Low,doing_good,329.0
SIMONE,990.L.,19.0,Low,best_sellers,567.0
RONAN,620.XL,19.0,Low,best_sellers,449.0
CARTER,733M,19.0,Low,best_sellers,449.0
MONACO BLAZER,990.XS.,19.0,Low,best_sellers,577.0
DUNCAN,870.XL,19.0,Low,doing_good,147.0
KELVIN,990.42,19.0,Low,making_progress,57.0
TEAGAN,330.L.,19.0,Low,doing_good,149.99
ELIAM CROSSBODY,870.NS.,19.0,Low,doing_good,259.0
DANA,990.04,19.0,Low,doing_good,249.0
LORNA,99012,19.0,Low,doing_good,297.0
KELVIN,990.34,19.0,Low,making_progress,57.0
MADALYN,545.10.,19.0,Low,best_sellers,497.0
MADALYN,545.08.,19.0,Low,best_sellers,497.0
KELVIN,350.32,19.0,Low,making_progress,57.0
KELVIN,890.42,19.0,Low,making_progress,57.0
KELVIN,890.40,19.0,Low,making_progress,57.0
KELVIN,990.28,19.0,Low,making_progress,57.0
TRAVELPRO TOTE/BACKPACK,940.NS,19.0,Low,doing_good,197.0
KARSON,990.36.,19.0,Low,making_progress,57.0
KELVIN,350.30,19.0,Low,making_progress,57.0
KARSON,870.34.,19.0,Low,making_progress,57.0
MONACO BIKER,410.XS.,19.0,Low,best_sellers,527.0
KARSON,990.40.,19.0,Low,making_progress,57.0
KELVIN,853.38,19.0,Low,making_progress,57.0
KELVIN,890.46,19.0,Low,making_progress,57.0
MONACO BIKER,990.M.,19.0,Low,best_sellers,527.0
CAMDEN 2,330.XL.,19.0,Low,best_sellers,547.0
CAMDEN 2,990.L,19.0,Low,best_sellers,547.0
MANDY,549.XS,19.0,Low,best_sellers,547.0
TEAGAN,116.M.,19.0,Low,doing_good,149.99
TEAGAN,330.XS.,19.0,Low,doing_good,149.99
LENAH,990.M.,19.0,Low,best_sellers,597.0
FAWN,100.S.,19.0,Low,doing_good,119.99
MAGALIE,815.XL.,19.0,Low,best_sellers,427.0
ORIANA,120.38.,19.0,Low,making_progress,99.0
BETTY,990.M.,19.0,Low,best_sellers,399.0
CELINA PHONE WALLET/CROSSBODY,870.NS,19.0,Low,making_progress,79.99
ELIAM BACKPACK,870.NS.,19.0,Low,best_sellers,349.0
SEAN,931.L.,19.0,Low,best_sellers,597.0
TILLY,710.S.,19.0,Low,best_sellers,447.0
TILLY,710.XS.,19.0,Low,best_sellers,447.0
KIMAYA,116.L.,19.0,Low,best_sellers,377.0
FAWN,100.L.,19.0,Low,doing_good,119.99
FAWN,932.S.,19.0,Low,doing_good,119.99
JOLIE,990.06.,19.0,Low,making_progress,89.99
TILLY,710.M.,19.0,Low,best_sellers,447.0
TONI,940.M.,19.0,Low,best_sellers,647.0
JOLIE,990.04.,19.0,Low,making_progress,89.99
TONI,940.XL.,19.0,Low,best_sellers,647.0
JULIETTE,580.XS,19.0,Low,best_sellers,397.0
JULIETTE,633.XS,19.0,Low,best_sellers,397.0
YANNA,909.30,19.0,Low,making_progress,87.0
GREER,990.38.,19.0,Low,making_progress,79.0
ELIAM LAPTOP BAG,990.NS.,19.0,Low,best_sellers,349.0
ALVARO,908.34,19.0,Low,making_progress,77.0
BETTY,116.M.,19.0,Low,best_sellers,399.0
MADDIE,990.S.,19.0,Low,best_sellers,447.0
ELIAM BACKPACK,990.NS.,19.0,Low,best_sellers,349.0
ALEYNA,932.10.,19.0,Low,making_progress,89.99
SONNET,100.S.,19.0,Low,doing_good,129.99
ROSCOE,116.M.,19.0,Low,doing_good,129.99
SONNET,100.XS.,19.0,Low,doing_good,129.99
VAYDA,990.M,19.0,Low,making_progress,87.0
ISZY,853.NS,19.0,Low,doing_good,129.99
SONNET,990.S.,19.0,Low,doing_good,129.99
PIPPA CROSSBODY,853.NS.,19.0,Low,doing_good,129.99
SONNET,100.M.,19.0,Low,doing_good,129.99
IDA CARDHOLDER,870.NS,19.0,Low,okay,29.0
KIMAYA,401.S.,19.0,Low,best_sellers,377.0
CHAZ,990.38,19.0,Low,making_progress,97.0
CHAZ,990.32,19.0,Low,making_progress,97.0
JULIETTE,633.S,20.0,Low,best_sellers,397.0
ELSSIE,100.10.,20.0,Low,making_progress,89.99
MADALYN,710.10.,20.0,Low,best_sellers,497.0
HEIDI CROSSBODY,857.NS.,20.0,Low,making_progress,99.0
CHARLOTTE,990.M,20.0,Low,best_sellers,499.0
SCOTTIE,990.XL.,20.0,Low,best_sellers,499.0
VALE,977.M.,20.0,Low,best_sellers,497.0
GRADY,116.XL.,20.0,Low,doing_good,159.99
ELSSIE,100.06.,20.0,Low,making_progress,89.99
JOLIE,990.08.,20.0,Low,making_progress,89.99
CELINA PHONE WALLET/CROSSBODY,116.NS,20.0,Low,making_progress,79.99
ALEYNA,932.08.,20.0,Low,making_progress,89.99
KARSON,870.40.,20.0,Low,making_progress,57.0
KARSON,990.32.,20.0,Low,making_progress,57.0
SILA,853.30,20.0,Low,making_progress,77.0
ALVARO,908.40,20.0,Low,making_progress,77.0
SILA,853.28,20.0,Low,making_progress,77.0
ESMEHA,100.06.,20.0,Low,making_progress,59.99
BETTY,116.S.,20.0,Low,best_sellers,399.0
SANDER,990.S,20.0,Low,best_sellers,399.99
CHAZ,990.26,20.0,Low,making_progress,97.0
MERRICK,870.L.,20.0,Low,making_progress,97.0
MERRICK,870.M.,20.0,Low,making_progress,97.0
KARSON,990.44.,20.0,Low,making_progress,57.0
ELIAM SLING BAG,870.NS.,20.0,Low,doing_good,229.0
SANDER,990.M,20.0,Low,best_sellers,399.99
EDWYNA,669.NS,20.0,Low,making_progress,79.99
DARIA,990.XS,20.0,Low,best_sellers,447.0
KARSON,990.38.,20.0,Low,making_progress,57.0
YANNA,953.38,20.0,Low,making_progress,87.0
BETTY,116.L.,20.0,Low,best_sellers,399.0
ADRIAN,990.XL.,20.0,Low,okay,0.0
KIMAYA,116.M.,20.0,Low,best_sellers,377.0
MAGALIE,815.L.,20.0,Low,best_sellers,427.0
BOSTON REVERSIBLE HOODIE,911.M.,20.0,Low,best_sellers,677.0
CARTER,990.S,20.0,Low,best_sellers,449.0
ASHER,990.M,20.0,Low,best_sellers,449.0
MONACO BIKER,990.S.,20.0,Low,best_sellers,527.0
MONACO BLAZER,990.L.,20.0,Low,best_sellers,577.0
FAWN,100.M.,20.0,Low,doing_good,119.99
YANNA,730.30,20.0,Low,making_progress,87.0
CAMDEN 2,330.M.,20.0,Low,best_sellers,547.0
ROSCOE,116.XL.,20.0,Low,doing_good,129.99
ROSCOE,330.XL.,20.0,Low,doing_good,129.99
AMORA,710.M.,20.0,Low,best_sellers,547.0
HARPER LARGE TOTE,990.NS.,20.0,Low,doing_good,129.0
ABERDEEN CARDHOLDER,112.NS,20.0,Low,okay,29.0
DARLYN,620.NS,20.0,Low,okay,29.0
UPTOWN TOTE BAG,951.NS,20.0,Low,okay,24.99
AMORA,545.M.,20.0,Low,best_sellers,547.0
NOVA,116.L.,20.0,Low,best_sellers,379.0
MATTHEW,990.40,20.0,Low,making_progress,67.0
DAPHNE CARDHOLDER,360.NS,20.0,Low,making_progress,68.0
ELIAM CAMERA BAG,870.NS.,20.0,Low,doing_good,249.0
ELIZA,990.2XS,20.0,Low,best_sellers,377.0
DEVINA,670.38,20.0,Low,making_progress,57.0
LORNA,99006,20.0,Low,doing_good,297.0
BOYD,890.30,20.0,Low,making_progress,57.0
ADRIAN,990.M.,20.0,Low,best_sellers,647.0
BOYD,990.40,20.0,Low,making_progress,57.0
KELVIN,853.28,20.0,Low,making_progress,57.0
KARSON,870.38.,20.0,Low,making_progress,57.0
LORNA,99002,20.0,Low,doing_good,297.0
KELVIN,930.36,20.0,Low,making_progress,57.0
KELVIN,470.34,20.0,Low,making_progress,57.0
KELVIN,470.40,20.0,Low,making_progress,57.0
