Style,Variant Code,total_quantity,stock_level,tier,Selling Price
PAUL,700.3XL.,2.0,Critical,making_progress,399.0
DALIANE,633.2XS,2.0,Critical,making_progress,399.0
ADELYN,990.M,2.0,Critical,making_progress,399.0
NATE,990.XS,2.0,Critical,making_progress,399.0
JULIETTE,712.2XS,2.0,Critical,making_progress,397.0
PAUL,700.XS.,2.0,Critical,making_progress,399.0
GISELE,990.XL,2.0,Critical,okay,77.0
STEVIE,990.XL,2.0,Critical,okay,77.0
KATRIANE,990.2XL,2.0,Critical,making_progress,379.0
KATRIANE,990.XL,2.0,Critical,making_progress,379.0
AVERY,990.XL,2.0,Critical,making_progress,379.0
DAAN,733.3XL,2.0,Critical,making_progress,379.99
SHADEL,100.3XS,2.0,Critical,making_progress,379.99
DUTTON,620.3XL.,2.0,Critical,okay,188.88
BENTI,911.XS,2.0,Critical,okay,129.99
JULIETTE,670M,2.0,Critical,making_progress,397.0
JULIETTE,712.3XS,2.0,Critical,making_progress,397.0
NOLAN,870.XL,2.0,Critical,okay,77.0
JULIETTE,712.XS,2.0,Critical,making_progress,397.0
GISELE,520.S,2.0,Critical,okay,77.0
GISELE,125.M,2.0,Critical,okay,77.0
EDEN,990.2XL,2.0,Critical,making_progress,399.99
DALIANE,990XL,2.0,Critical,making_progress,399.0
JULIETTE,620.L,2.0,Critical,making_progress,397.0
GISELE,550.S,2.0,Critical,okay,77.0
DALIANE,633.L,2.0,Critical,making_progress,399.0
REETA,414.XL,2.0,Critical,okay,119.99
PRIMA,990.S,2.0,Critical,okay,87.0
ELYNE,922.NS,2.0,Critical,okay,99.99
SHELLY,940.L.,2.0,Critical,okay,99.99
ALIE,340.XL,2.0,Critical,okay,99.99
CONNI,116.XL,2.0,Critical,okay,99.99
KAEDE CROSSBODY,810.NS,2.0,Critical,okay,109.99
THEODORA,112.NS.,2.0,Critical,okay,109.99
MANDY,116.3XS,2.0,Critical,making_progress,547.0
MANDY,990.2XL,2.0,Critical,making_progress,547.0
MANDY,116.2XL,2.0,Critical,making_progress,547.0
MONIKA,116.XL.,2.0,Critical,making_progress,547.0
MANDY,549.2XL,2.0,Critical,making_progress,547.0
ALIE,990.L,2.0,Critical,okay,99.99
ROSA CROSSBODY BAG,990.NS.,2.0,Critical,okay,169.0
ELLIANA,990.00,2.0,Critical,okay,169.99
LOKA,990.2XS,2.0,Critical,okay,169.99
BRETTA,116.L,2.0,Critical,okay,169.99
RUBY,549.3XS.,2.0,Critical,okay,169.99
ELLIANA,990.04,2.0,Critical,okay,169.99
ELLIANA,990.14,2.0,Critical,okay,169.99
LOUISA,990.NS.,2.0,Critical,okay,149.0
AVELINE,915.XS,2.0,Critical,okay,117.0
DAMIEN,890.L,2.0,Critical,okay,117.0
SELMA,990.XS,2.0,Critical,okay,117.0
ALEKSIA,990.S.,2.0,Critical,making_progress,699.0
ELIZIE,555.L.,2.0,Critical,okay,169.99
KATEY CLUTCH,620.NS,2.0,Critical,okay,99.99
JOLI,810.XL,2.0,Critical,okay,99.99
PHILIPA FRT FLAP SHOULDER BAG,936.NS,2.0,Critical,okay,99.99
JOSEPHINE,710.XL.,2.0,Critical,making_progress,599.0
JACKY,670.XL.,2.0,Critical,okay,0.0
MONACO REVERSIBLE JACKET,116.XL.,2.0,Critical,making_progress,577.0
DEVON,730.2XL,2.0,Critical,making_progress,577.0
DEVON,730.M,2.0,Critical,making_progress,577.0
DEVON,730.XS,2.0,Critical,making_progress,577.0
NEVE,990.2XL,2.0,Critical,okay,149.99
AGGIE,414.S,2.0,Critical,okay,149.99
RENNY,312.XS,2.0,Critical,okay,149.99
AGGIE,414.M,2.0,Critical,okay,149.99
AGGIE,414.L,2.0,Critical,okay,149.99
RENNY,312.S,2.0,Critical,okay,149.99
RENNY,710.L,2.0,Critical,okay,149.99
RENNY,710.S,2.0,Critical,okay,149.99
DANISA,990.2XS,2.0,Critical,okay,149.99
DANYKA,580.3XS,2.0,Critical,okay,149.99
AILEE,100.08,2.0,Critical,okay,149.99
KALLINE,639.2XS,2.0,Critical,okay,149.99
BRITTA,700.L.,2.0,Critical,okay,149.99
KRYSTEN,920.S.,2.0,Critical,okay,149.99
MCKENNA 2,990.XL,2.0,Critical,okay,149.99
KRYSTEN,920.L.,2.0,Critical,okay,149.99
KIMIA,990.2XS.,2.0,Critical,okay,149.99
ELLARIA,990.3XS,2.0,Critical,okay,149.99
SHELLY,910.L.,2.0,Critical,okay,99.99
GLEN,990.S,2.0,Critical,making_progress,699.0
ALEKSIA,990.XS.,2.0,Critical,making_progress,699.0
WHITLEY CROSSBODY,116.NS.,2.0,Critical,okay,118.0
PRISCILLA,990.2XS,2.0,Critical,making_progress,499.99
RONAN,620.S,2.0,Critical,making_progress,449.0
AZARIA,116.XL.,2.0,Critical,making_progress,449.0
BOWEN,990.2XL,2.0,Critical,making_progress,449.0
ASHER,890.3XL,2.0,Critical,making_progress,449.0
FELICITE,890.XS,2.0,Critical,okay,179.99
NATALIE,700.S.,2.0,Critical,okay,179.99
ELANDRA,990.2XL,2.0,Critical,okay,179.99
SHARRIE,815.L,2.0,Critical,okay,179.99
CRESSIDA,990.10,2.0,Critical,making_progress,447.0
CRESSIDA,990.12,2.0,Critical,making_progress,447.0
CRESSIDA,990.08,2.0,Critical,making_progress,447.0
CRESSIDA,990.06,2.0,Critical,making_progress,447.0
CRESSIDA,990.04,2.0,Critical,making_progress,447.0
TILLY,990.2XL,2.0,Critical,making_progress,447.0
CRESSIDA,990.02,2.0,Critical,making_progress,447.0
CRESSIDA,990.00,2.0,Critical,making_progress,447.0
GLORYA,990.2XS,2.0,Critical,doing_good,1999.0
WILL,460.S,2.0,Critical,okay,89.99
ETHAN,815.L,2.0,Critical,okay,89.99
ETHAN,350.XS,2.0,Critical,okay,89.99
ETHAN,815.XS,2.0,Critical,okay,89.99
VAYDA,669.XL,2.0,Critical,okay,87.0
VAYDA,669.L,2.0,Critical,okay,87.0
KATHI,990.XS,2.0,Critical,okay,87.0
FARRYN,857.L.,2.0,Critical,okay,87.0
RONAN,620.L,2.0,Critical,making_progress,449.0
MOLLIE,730.XS,2.0,Critical,okay,87.0
RONAN,460.XL,2.0,Critical,making_progress,449.0
RONAN,460.3XL,2.0,Critical,making_progress,449.0
MAXTON,411.2XL,2.0,Critical,making_progress,499.0
GRACIE,990.XL.,2.0,Critical,making_progress,499.0
KATHANI,870.XS.,2.0,Critical,making_progress,499.0
MILES,990.2XL,2.0,Critical,making_progress,499.0
DESTAN,460.M.,2.0,Critical,making_progress,497.0
BERNARD,723.XS.,2.0,Critical,making_progress,497.0
TRAVELPRO LUGGAGE CASE,805.NS,2.0,Critical,okay,99.0
GEANA,340.NS,2.0,Critical,okay,99.0
REETA,414.3XS,2.0,Critical,okay,119.99
REETA,116.S,2.0,Critical,okay,119.99
KIMAYA,100.2XS,2.0,Critical,making_progress,377.0
MERRICK,870.XS.,2.0,Critical,okay,97.0
JOHAN,990.XL,2.0,Critical,okay,97.0
VIDA,990XS,2.0,Critical,okay,97.0
ROSA SHOULDER BAG,823.NS.,2.0,Critical,okay,179.0
YORIE,990.06,2.0,Critical,okay,179.0
REETA,116.L,2.0,Critical,okay,119.99
RUE,990.XL,2.0,Critical,making_progress,479.99
SHARRIE,815.XL,2.0,Critical,okay,179.99
SHARRIE,815.3XS,2.0,Critical,okay,179.99
ELANDRA,622.2XS,2.0,Critical,okay,179.99
ANUSHA,990.02,2.0,Critical,okay,179.99
CHANYSE,990.2XS,2.0,Critical,making_progress,449.99
CHANYSE,990.XS,2.0,Critical,making_progress,449.99
LEDGER,990.XS,2.0,Critical,making_progress,449.0
RONAN,460.2XL,2.0,Critical,making_progress,449.0
KIMAYA,815.XS,2.0,Critical,making_progress,377.0
ARTHUR,931.XS,2.0,Critical,okay,189.99
DITA,815.S,2.0,Critical,making_progress,377.0
AIDEN,917.XL.,2.0,Critical,okay,299.0
KIMAYA,815.S,2.0,Critical,making_progress,377.0
DIANA,116.3XS,2.0,Critical,okay,299.0
KEVYN,990.XS,2.0,Critical,okay,199.99
CAMMIE,990.S,2.0,Critical,okay,199.99
KASPER,908.2XL,2.0,Critical,okay,199.99
DIANA,990.M,2.0,Critical,okay,299.0
AIDEN,917.XS.,2.0,Critical,okay,299.0
TATIANA,710.3XS,2.0,Critical,okay,299.0
AIDEN,914.XL.,2.0,Critical,okay,299.0
SADIE,990.S.,2.0,Critical,okay,19.99
SADIE,120.2XL.,2.0,Critical,okay,19.99
CHARMAINE,990.XL,2.0,Critical,okay,199.99
ORSON,908.30,2.0,Critical,okay,49.99
PEARSON,128.L.,2.0,Critical,okay,19.99
JODELLE CARDHOLDER,113NS,2.0,Critical,okay,49.0
LULA CARDHOLDER,360.NS,2.0,Critical,okay,49.0
LULA CARDHOLDER,632.NS,2.0,Critical,okay,49.0
AZEL,350.NS,2.0,Critical,okay,49.0
LORNA,580.08,2.0,Critical,okay,297.0
LORNA,580.10,2.0,Critical,okay,297.0
KASPER,990.3XL,2.0,Critical,okay,199.99
GRAHAM,870.XS,2.0,Critical,okay,279.99
EDDIE,990.M,2.0,Critical,okay,279.99
QUENTYN,639.3XL,2.0,Critical,okay,279.99
QUENTYN,355.2XL,2.0,Critical,okay,279.99
MOLLY,104.2XS.,2.0,Critical,okay,279.99
TATIANA,7232XS,2.0,Critical,okay,299.0
GRAHAM,870.S,2.0,Critical,okay,279.99
CAMMIE,990.XS,2.0,Critical,okay,199.99
HADDON,128.L.,2.0,Critical,okay,19.99
LEWIS,815.XS,2.0,Critical,okay,329.0
LEWIS,990.XS,2.0,Critical,okay,329.0
DEVINA,990.38,2.0,Critical,okay,57.0
GREG,920.XS.,2.0,Critical,okay,299.99
EVIE,990.08.,2.0,Critical,okay,299.99
DERICK,990.2XL,2.0,Critical,okay,299.99
LANCE,896.S,2.0,Critical,okay,299.99
DERICK,990.L,2.0,Critical,okay,299.99
AERYN,810.2XL,2.0,Critical,okay,299.99
CLAUDINE,990.3XS.,2.0,Critical,okay,299.99
CLAUDINE,990.XS.,2.0,Critical,okay,299.99
CLAUDINE,990.XL.,2.0,Critical,okay,299.99
DERICK,990.XL,2.0,Critical,okay,299.99
PHOENIX,990.XL,2.0,Critical,okay,199.99
PHOENIX,990.3XL,2.0,Critical,okay,199.99
ENYA,990.2XS,2.0,Critical,okay,199.99
ATHENA,531.3XS,2.0,Critical,okay,199.99
RUTGER,990.3XL.,2.0,Critical,okay,199.99
DRELLA,678.NS,2.0,Critical,okay,18.88
LILOU BELT,870.26,2.0,Critical,okay,19.99
KASI BELT,853.28,2.0,Critical,okay,19.99
RUTGER,632.2XL.,2.0,Critical,okay,199.99
PEARSON,932.2XL.,2.0,Critical,okay,19.99
SADIE,104.L.,2.0,Critical,okay,19.99
SADIE,990.XS.,2.0,Critical,okay,19.99
LEIGHTON,990S,2.0,Critical,okay,199.99
ATHENA,116.2XS,2.0,Critical,okay,199.99
RUTGER,632.3XL.,2.0,Critical,okay,199.99
IMANI,990.M,2.0,Critical,okay,329.0
MOLLY,104.XS.,2.0,Critical,okay,279.99
EDDIE,990.3XL,2.0,Critical,okay,279.99
DAVE,990.3XL.,2.0,Critical,okay,249.99
CICELY,990.06,2.0,Critical,okay,249.0
SHYLA,723.2XL.,2.0,Critical,okay,229.99
BRENNA,990.2XS,2.0,Critical,okay,229.99
DANEE,990.L,2.0,Critical,okay,39.0
BRENNA,116.XS,2.0,Critical,okay,229.99
BRENNA,700.XL,2.0,Critical,okay,229.99
BRENNA,471XL,2.0,Critical,okay,229.99
DARIO,990.3XL.,2.0,Critical,okay,229.99
DARIO,990.2XL.,2.0,Critical,okay,229.99
TENZIN,990.L,2.0,Critical,okay,29.0
DARLYN,998.NS,2.0,Critical,okay,29.0
DARIO,990.S.,2.0,Critical,okay,229.99
DARIO,990.XS.,2.0,Critical,okay,229.99
DRAKE,990.3XL,2.0,Critical,okay,229.99
EVELYN,870.L.,2.0,Critical,okay,229.99
BRENNA,549.M.,2.0,Critical,okay,229.99
BRENNA,549.S.,2.0,Critical,okay,229.99
BRENNA,549.3XS.,2.0,Critical,okay,229.99
SHYLA,723.L.,2.0,Critical,okay,229.99
LAUREL,710.02,2.0,Critical,okay,229.0
POLLY,620.NS.,2.0,Critical,okay,37.0
LAUREL,633.00,2.0,Critical,okay,229.0
LAUREL,633.02,2.0,Critical,okay,229.0
YANI,990.L,2.0,Critical,okay,229.0
YANI,990.S,2.0,Critical,okay,229.0
COLBY,914.NS,2.0,Critical,okay,29.99
BRONTE,990.L,2.0,Critical,okay,249.99
MOLLY,104.L.,2.0,Critical,okay,279.99
DENZELL,730.XL,2.0,Critical,doing_good,1299.99
HELENA,160.S.,2.0,Critical,okay,219.99
ENYA,350.XS,2.0,Critical,okay,199.99
ZIARA,990.S,2.0,Critical,okay,199.99
ATHENA,116.L,2.0,Critical,okay,199.99
TARRANT,990.XL.,2.0,Critical,okay,199.99
TARRANT,990.3XL.,2.0,Critical,okay,199.99
ENYA,350.2XS,2.0,Critical,okay,199.99
NINA,633.2XL,2.0,Critical,okay,279.0
NINA,990.3XS,2.0,Critical,okay,279.0
JOSIAN,990.3XS,2.0,Critical,okay,199.99
JOSIAN,990.2XS,2.0,Critical,okay,199.99
MURPHY,990.2XS,2.0,Critical,doing_good,1199.99
HUNTLEY,990.2XL,2.0,Critical,okay,199.99
ETIENNE,990.XL,2.0,Critical,okay,269.0
ETIENNE,990.2XL,2.0,Critical,okay,269.0
SHELBY,104.XS.,2.0,Critical,okay,19.99
SHELBY,990.XS.,2.0,Critical,okay,19.99
MIKEY,870.XL.,2.0,Critical,okay,249.99
ZOEY,553.2XS,2.0,Critical,okay,249.99
ZOEY,553.XL,2.0,Critical,okay,249.99
MIKEY,870.L.,2.0,Critical,okay,249.99
HELENA,160.L.,2.0,Critical,okay,219.99
ZOEY,553.XS,2.0,Critical,okay,249.99
MIKEY,990.XL.,2.0,Critical,okay,249.99
LAINEY,990.00,2.0,Critical,okay,249.99
UPTOWN BACKPACK,914.NS,2.0,Critical,okay,24.99
HELENA,160.M.,2.0,Critical,okay,219.99
PAULA,531.XS,2.0,Critical,okay,219.99
BORYS,730.2XL,2.0,Critical,doing_good,1299.99
LEWIS,460.XL,2.0,Critical,okay,329.0
TATIANA,620.XS,2.0,Critical,okay,299.0
ELENA,116.M,2.0,Critical,making_progress,349.0
VANCE,730.L,2.0,Critical,making_progress,349.99
ELIZA,580.L,2.0,Critical,making_progress,377.0
RENFIELD,916.XS.,2.0,Critical,making_progress,349.99
ARLENE,815.10,2.0,Critical,okay,199.0
KEDDA,990.L,2.0,Critical,making_progress,349.99
CARMEN,531.XL,2.0,Critical,making_progress,349.99
RENFIELD,990.3XL.,2.0,Critical,making_progress,349.99
AUBRIEL,990.12,2.0,Critical,making_progress,349.99
ARLENE,633.04,2.0,Critical,okay,199.0
KIMAYA,815.M,2.0,Critical,making_progress,377.0
ELENA,710.L,2.0,Critical,making_progress,349.0
ELIZA,633.2XL,2.0,Critical,making_progress,377.0
DITA,633.L,2.0,Critical,making_progress,377.0
KIMAYA,100.XS,2.0,Critical,making_progress,377.0
KEDDA,990.2XL,2.0,Critical,making_progress,349.99
REDFORD,990.M,2.0,Critical,okay,199.0
KEDDA,990.2XS,2.0,Critical,making_progress,349.99
REDFORD,870.XL,2.0,Critical,okay,199.0
ARLENE,815.06,2.0,Critical,okay,199.0
GEORGE,990.S.,2.0,Critical,making_progress,349.0
AUBRIEL,990.08,2.0,Critical,making_progress,349.99
CLARICE,815.3XS,2.0,Critical,making_progress,349.0
OLLIE,990.M,2.0,Critical,making_progress,349.0
OLLIE,990.S,2.0,Critical,making_progress,349.0
VANCE,730.M,2.0,Critical,making_progress,349.99
VICTOR,990.3XL,2.0,Critical,okay,189.99
VICTOR,990.L,2.0,Critical,okay,189.99
CAIN BOOTS,990.44.,2.0,Critical,okay,139.99
MAVIS,919.XS,2.0,Critical,making_progress,369.99
ELENA,710.S,2.0,Critical,making_progress,349.0
ELENA,710.2XS,2.0,Critical,making_progress,349.0
ELENA,710.3XS,2.0,Critical,making_progress,349.0
BOND,990.XL,2.0,Critical,okay,199.0
MAURICE,890.M.,2.0,Critical,okay,199.0
ARLENE,633.02,2.0,Critical,okay,199.0
DAPHNE CARDHOLDER,710NS,2.0,Critical,okay,68.0
BEN,733.2XL.,2.0,Critical,making_progress,349.0
ALYSON,312.XS,2.0,Critical,making_progress,339.99
BEN,990.2XL.,2.0,Critical,making_progress,349.0
VICTOR,990.XL,2.0,Critical,okay,189.99
CLARICE,414.L,2.0,Critical,making_progress,349.0
CIANA LARGE WALLET / CROSSBODY,115NS,2.0,Critical,okay,68.88
VAL CLUTCH,109.NS,2.0,Critical,okay,68.88
AREANNA SHOULDER BAG,312.NS,2.0,Critical,okay,69.99
COEN,350M,2.0,Critical,making_progress,349.99
REDFORD,870.L,2.0,Critical,okay,199.0
AUBRIEL,990.00,2.0,Critical,making_progress,349.99
ELI,990.XL,2.0,Critical,making_progress,349.0
KEYLA,9903XS,2.0,Critical,making_progress,349.99
ASHBY,870.NS,2.0,Critical,okay,69.0
BOND,990.L,2.0,Critical,okay,199.0
ARLENE,633.12,2.0,Critical,okay,199.0
CONNOR,990.3XL.,2.0,Critical,making_progress,349.0
HANELL,116.2XL,2.0,Critical,okay,199.0
SILA,909.36,2.0,Critical,okay,77.0
JACKY,670.XS.,2.0,Critical,okay,199.0
CHIARA,990.XS,3.0,Critical,okay,87.0
BENTI,911.2XS,3.0,Critical,okay,129.99
PORTIA,990.3XS,3.0,Critical,making_progress,369.99
KLARICE,990.XS,3.0,Critical,okay,127.0
BENTI,911.3XS,3.0,Critical,okay,129.99
PAULA,410.M,3.0,Critical,okay,219.99
ELLIANA,990.12,3.0,Critical,okay,169.99
LIAM,870.S,3.0,Critical,okay,87.0
JOSEF,990.XL,3.0,Critical,okay,87.0
ETIENNE,990.S,3.0,Critical,making_progress,269.0
ETIENNE,990.L,3.0,Critical,making_progress,269.0
HUDSON,870.M,3.0,Critical,okay,97.0
LIAM,870.XL,3.0,Critical,okay,87.0
MELYA,990.XS,3.0,Critical,okay,87.0
SHARRIE,990.L,3.0,Critical,okay,179.99
ARLYN,990.XS,3.0,Critical,okay,87.0
SHARRIE,990.3XS,3.0,Critical,okay,179.99
ROSA SHOULDER BAG,632.NS.,3.0,Critical,okay,179.0
BRAX,990.40.,3.0,Critical,okay,129.99
RUBY,549.2XS.,3.0,Critical,okay,169.99
LOKA,990.3XS,3.0,Critical,okay,169.99
ZANE,460.3XL,3.0,Critical,okay,169.99
BRETTA,116.3XS,3.0,Critical,okay,169.99
ZANE,460.XS,3.0,Critical,okay,169.99
RUBY,920.2XS.,3.0,Critical,okay,169.99
NATALIE,916.XL.,3.0,Critical,okay,179.99
YORIE,990.14,3.0,Critical,okay,179.0
CICELY,730.12,3.0,Critical,making_progress,249.0
CICELY,990.08,3.0,Critical,making_progress,249.0
ALIE,990.XL,3.0,Critical,okay,99.99
RIAHN,990.3XS,3.0,Critical,okay,99.99
AGGIE,414.XL,3.0,Critical,okay,149.99
LEXLEY,990.2XS.,3.0,Critical,okay,149.99
AGGIE,414.XS,3.0,Critical,okay,149.99
NEVE,990.L,3.0,Critical,okay,149.99
DANYKA,350.2XS,3.0,Critical,okay,149.99
OLIVER,990.XL,3.0,Critical,okay,149.99
DANYKA,350.3XS,3.0,Critical,okay,149.99
LITZA,990.3XS,3.0,Critical,okay,149.99
PAUL,932.XL.,3.0,Critical,making_progress,399.0
AGGIE,116.L,3.0,Critical,okay,149.99
SHELLY,910.XL.,3.0,Critical,okay,99.99
AGGIE,414.2XL,3.0,Critical,okay,149.99
JULIETTE,580.2XL,3.0,Critical,making_progress,397.0
JULIETTE,620.2XS,3.0,Critical,making_progress,397.0
RENNY,990.L,3.0,Critical,okay,149.99
AGGIE,116.XL,3.0,Critical,okay,149.99
OLIVER,990.2XL,3.0,Critical,okay,149.99
AGGIE,414.3XS,3.0,Critical,okay,149.99
OLIVER,990.L,3.0,Critical,okay,149.99
KRYSTEN,920.M.,3.0,Critical,okay,149.99
ELLARIA,723.2XS,3.0,Critical,okay,149.99
AILEE,100.02,3.0,Critical,okay,149.99
DALIANE,633.3XS,3.0,Critical,making_progress,399.0
NIKOLAS,851.M,3.0,Critical,making_progress,399.0
NEVE,990.M,3.0,Critical,okay,149.99
JOLI,116.XL,3.0,Critical,okay,99.99
SHELLY,910.2XL.,3.0,Critical,okay,99.99
STAR,990.XS,3.0,Critical,making_progress,379.99
CICELY,730.08,3.0,Critical,making_progress,249.0
CICELY,990.14,3.0,Critical,making_progress,249.0
DALE,990.XL.,3.0,Critical,making_progress,249.99
ZOEY,553.M,3.0,Critical,making_progress,249.99
MIKEY,990.S.,3.0,Critical,making_progress,249.99
SHEANA,620.XS,3.0,Critical,okay,68.0
SHEANA,620.XL,3.0,Critical,okay,68.0
MIKEY,870.S.,3.0,Critical,making_progress,249.99
FENTON,990.XL.,3.0,Critical,making_progress,249.99
BRONTE,990.3XS,3.0,Critical,making_progress,249.99
JULISSA,9902XS,3.0,Critical,making_progress,249.99
ELIZA,990.S,3.0,Critical,making_progress,377.0
KIMAYA,815.2XS,3.0,Critical,making_progress,377.0
KIMAYA,815.XL,3.0,Critical,making_progress,377.0
KIMAYA,815.L,3.0,Critical,making_progress,377.0
ALICE,990.2XS.,3.0,Critical,making_progress,379.0
LAINEY,990.10,3.0,Critical,making_progress,249.99
BRONTE,553.2XS,3.0,Critical,making_progress,249.99
AVERY,100.XL,3.0,Critical,making_progress,379.0
NOVA,990.2XL.,3.0,Critical,making_progress,379.0
AVERY,100.3XS,3.0,Critical,making_progress,379.0
ETHAN,815.3XL,3.0,Critical,okay,89.99
WILL,931.XS,3.0,Critical,okay,89.99
FENTON,990.S.,3.0,Critical,making_progress,249.99
WILL,931.3XL,3.0,Critical,okay,89.99
AVERY,100.M,3.0,Critical,making_progress,379.0
MALENA,122.2XS.,3.0,Critical,okay,99.99
RENFIELD,990.2XL.,3.0,Critical,making_progress,349.99
MOLLIE,990.M,3.0,Critical,okay,87.0
RENFIELD,990.XS.,3.0,Critical,making_progress,349.99
DALYLA,670.2XS,3.0,Critical,making_progress,349.99
ATHENA,531.L,3.0,Critical,okay,199.99
ATHENA,410.S,3.0,Critical,okay,199.99
ZIARA,723.2XS.,3.0,Critical,okay,199.99
ADVENTURE SEEKER 29,400.NS,3.0,Critical,okay,119.99
KASPER,902.2XL,3.0,Critical,okay,199.99
ANGE,815.2XS,3.0,Critical,okay,199.99
KASPER,908.3XL,3.0,Critical,okay,199.99
FARLOW CROSSBODY,633.NS,3.0,Critical,okay,119.99
REETA,116.2XS,3.0,Critical,okay,119.99
REETA,414.S,3.0,Critical,okay,119.99
HAWKE,870.2XL,3.0,Critical,okay,199.99
LORNA,580.14,3.0,Critical,making_progress,297.0
WHITLEY CROSSBODY,830.NS.,3.0,Critical,okay,118.0
DAMIEN,990.S,3.0,Critical,okay,117.0
LORNA,62000,3.0,Critical,making_progress,297.0
LAUREL,633.12,3.0,Critical,making_progress,229.0
LAUREL,633.10,3.0,Critical,making_progress,229.0
BRENNA,471L,3.0,Critical,making_progress,229.99
BRENNA,6202XS,3.0,Critical,making_progress,229.99
KASPER,902.3XL,3.0,Critical,okay,199.99
HADY CURVED SHOULDER BAG,853.NS.,3.0,Critical,okay,79.99
LEWIS,815.L,3.0,Critical,making_progress,329.0
PHOENIX,990.S,3.0,Critical,okay,199.99
PHOENIX,990.2XL,3.0,Critical,okay,199.99
LEWIS,620.S,3.0,Critical,making_progress,329.0
EVELYN,160.M.,3.0,Critical,making_progress,229.99
SHYLA,990.2XL,3.0,Critical,making_progress,229.99
LORNA,580.12,3.0,Critical,making_progress,297.0
ATHENA,410.3XS,3.0,Critical,okay,199.99
LORNA,580.04,3.0,Critical,making_progress,297.0
GIA,920.3XS.,3.0,Critical,making_progress,299.99
PAULA,531.L,3.0,Critical,okay,219.99
PAULA,531.2XS,3.0,Critical,okay,219.99
PAULA,990.XL,3.0,Critical,okay,219.99
HELENA,870.L.,3.0,Critical,okay,219.99
PAULA,410.2XS,3.0,Critical,okay,219.99
DIANA,990.2XS,3.0,Critical,making_progress,299.0
TATIANA,990.S,3.0,Critical,making_progress,299.0
HELENA,160.2XL.,3.0,Critical,okay,219.99
YANI,990.XS,3.0,Critical,making_progress,229.0
LAUREL,633.06,3.0,Critical,making_progress,229.0
LAUREL,633.08,3.0,Critical,making_progress,229.0
NIKO,990.3XL,3.0,Critical,making_progress,299.0
LORNA,72306,3.0,Critical,making_progress,297.0
LORNA,870.12,3.0,Critical,making_progress,297.0
LORNA,72310,3.0,Critical,making_progress,297.0
GRANT,916.XS,3.0,Critical,okay,199.99
HARPER CROSSBODY,990.NS.,3.0,Critical,okay,99.0
LORNA,870.00,3.0,Critical,making_progress,297.0
AMADEO BACKPACK,990.NS,3.0,Critical,making_progress,229.0
LORNA,870.14,3.0,Critical,making_progress,297.0
TARRANT,990.S.,3.0,Critical,okay,199.99
TARRANT,990.XS.,3.0,Critical,okay,199.99
JARRET,990M,3.0,Critical,making_progress,299.99
JARRON,990.L,3.0,Critical,making_progress,299.99
GIA,920.2XS.,3.0,Critical,making_progress,299.99
ELSA,990S,3.0,Critical,making_progress,299.99
EVIE,870.10.,3.0,Critical,making_progress,299.99
JARRET,990L,3.0,Critical,making_progress,299.99
DAMIEN,990.XS,3.0,Critical,okay,117.0
AINA,990XS,3.0,Critical,okay,117.0
AINA,990M,3.0,Critical,okay,117.0
CLARICE,414.M,3.0,Critical,making_progress,349.0
SAMUEL,990.M.,3.0,Critical,making_progress,349.0
ELENA,414.M,3.0,Critical,making_progress,349.0
ARLENE,633.08,3.0,Critical,okay,199.0
ARLENE,990.08,3.0,Critical,okay,199.0
REDFORD,990.3XL,3.0,Critical,okay,199.0
SAMUEL,870.XS.,3.0,Critical,making_progress,349.0
SAMUEL,990.S.,3.0,Critical,making_progress,349.0
CONNOR,734.XL.,3.0,Critical,making_progress,349.0
CLARICE,815.L,3.0,Critical,making_progress,349.0
ELENA,990.L,3.0,Critical,making_progress,349.0
ALMA SKIRT,990.00.,3.0,Critical,making_progress,349.0
OSLO,990.XL,3.0,Critical,making_progress,349.0
GEORGE,990.XS.,3.0,Critical,making_progress,349.0
ELENA,414.XS,3.0,Critical,making_progress,349.0
JOHAN,990.XS.,3.0,Critical,okay,97.0
CARMEN,531.M,3.0,Critical,making_progress,349.99
MAXYM,990.S,3.0,Critical,okay,97.0
PAULA,410.L,3.0,Critical,okay,219.99
COEN,350S,3.0,Critical,making_progress,349.99
ARTHUR,931.S,3.0,Critical,okay,189.99
ARTHUR,815.XS,3.0,Critical,okay,189.99
NINA,633.3XS,3.0,Critical,making_progress,279.0
VANCE,730.2XL,3.0,Critical,making_progress,349.99
KEYLA,9902XS,3.0,Critical,making_progress,349.99
DALYLA,670.3XS,3.0,Critical,making_progress,349.99
DUTTON,620.2XL.,3.0,Critical,okay,188.88
MAURICE,890.XL.,3.0,Critical,okay,199.0
QUENTYN,916.2XL,3.0,Critical,making_progress,279.99
MACKSON,400.2XL,3.0,Critical,making_progress,349.0
MACKSON,990.2XL,3.0,Critical,making_progress,349.0
SHYLA,723.3XS.,3.0,Critical,making_progress,229.99
HUDSON,870.XS,3.0,Critical,okay,97.0
VIDA,990XL,3.0,Critical,okay,97.0
BRENNA,116.2XS,3.0,Critical,making_progress,229.99
BRENNA,920.3XS,3.0,Critical,making_progress,229.99
BRENNA,920.2XS,3.0,Critical,making_progress,229.99
BRENNA,116.3XS,3.0,Critical,making_progress,229.99
AINA,990S,3.0,Critical,okay,117.0
GREER,127.40.,3.0,Critical,okay,79.0
GREER,990.40.,3.0,Critical,okay,79.0
